Date,ADVANC.BK,AEONTS.BK,AH.BK,AMATA.BK,AOT.BK,AP.BK,BANPU.BK,BBL.BK,BCH.BK,BCP.BK,BDMS.BK,BEM.BK,BGRIM.BK,BH.BK,BJC.BK,BLA.BK,BTS.BK,CBG.BK,CENTEL.BK,CHG.BK,CK.BK,COM7.BK,CPALL.BK,CPAXT.BK,CPF.BK,CRC.BK,DELTA.BK,DOHOME.BK,EA.BK,EGCO.BK,ERW.BK,GFPT.BK,GLOBAL.BK,GPSC.BK,GULF.BK,HANA.BK,HMPRO.BK,IRPC.BK,ITC.BK,IVL.BK,KBANK.BK,KCE.BK,KKP.BK,KTB.BK,KTC.BK,LH.BK,MINT.BK,MTC.BK,NER.BK,OR.BK,ORI.BK,OSP.BK,PR9.BK,PSH.BK,PTT.BK,PTTEP.BK,PTTGC.BK,QH.BK,RATCH.BK,SAT.BK,SAWAD.BK,SCB.BK,SCC.BK,SCCC.BK,SCGP.BK,SIRI.BK,SPALI.BK,SPRC.BK,TASCO.BK,TIDLOR.BK,TISCO.BK,TOP.BK,TPIPL.BK,TRUE.BK,TTB.BK,TU.BK,TVO.BK,WHA.BK,^SET.BK
2022-08-09,4120500,204700,339300,2130200,38610100,10500400,88464000.0,12405300,7758100,6362000,46779200,37590400,5108400,2094900,2450700,5489400,20721400,2340900,2247000,27263300,4460400,15944200,17418200,,13839200,6875700,47221000,4775203,9715900,1137100,14977300,3401900,8562400,7068400,,6907400,21926200,55972500,,25011700,13887200,20044800,4148900,24218100,4272300,20485100,15533700,3384600,15836400,9716000,2842700,15736900,1467200,632200,46983100,13033800,13575300,16918700,4915600,404100,7103305,15011100.0,2318400,93000,7343800,36210900,2160700,37724800,1185600,,2961600,19519974,3713900,143841700,184276200,37112300,1366530,29086400,3708900.0
2022-08-10,6113700,307300,577100,19053600,31351600,29873800,219934900.0,7590700,10194100,16028100,34371800,21859000,9836300,3347500,998600,5069600,19952500,3764600,1709300,68189600,3908800,14808200,19917700,,34201200,10250300,39858000,6208870,5332900,1530100,3889700,3912900,7168116,5880100,,18461700,34333800,100006800,,55158100,17503100,47214400,3743200,52888700,3144400,14545200,13404100,24186900,10003200,8680100,2703500,8029000,3171100,788200,45477700,9682500,11928800,20983100,13304700,2012700,10535228,17974200.0,2528800,206100,13476700,29476600,15513700,41441400,846200,,5154600,26483663,7392300,149995500,233958900,30241900,1067000,58432500,4104300.0
2022-08-11,9791500,223300,725200,11894000,17368300,20554800,180869000.0,7422500,24198000,11132400,106152400,36475600,10090500,17035700,6402600,5784600,7773400,3462900,6532900,57340300,3241500,21708000,59666400,,28975500,13666200,39109000,5208445,7683100,979400,14571000,11454000,10650383,4186700,,8755400,32318100,52401200,,76568500,21050100,24297200,6402800,48362100,3587600,29944500,23802800,20845700,7135300,33275800,9202700,10310900,2595400,1127900,51073400,10268800,11279700,40528800,5496200,2457500,4805878,16866000.0,1583900,232300,15855200,50492200,11393400,33323700,1581900,,3505300,15531392,40435500,154016800,277958700,16609600,2907410,42219200,4612400.0
2022-08-15,4680300,112000,734800,10361500,23870100,35384800,105764000.0,8186700,8005200,7846800,109488900,13478900,7148900,7132900,1894400,14715600,9834700,12757100,5222800,42741300,5118700,26552700,48218400,,14337500,9201800,29914000,12080736,6119300,4120100,16457700,5300100,7015866,6420200,,16322200,31021500,76381700,,27265800,29387600,10054300,5184700,41665800,5452800,53172300,15085000,8010900,4877800,15924900,8647100,7261700,5117200,1497200,34452500,9937900,16418200,12685300,4487500,1823000,5955620,22396700.0,2071800,84000,6030200,119830400,5606000,49649600,2512500,,4166500,21682473,36708200,94084800,220918000,13910400,2583130,27407200,4624500.0
2022-08-16,5280900,260900,4267900,7865900,65783700,7044700,167715700.0,5521600,10922300,11351000,40208800,55345600,28052700,11865700,1420100,3529100,39375700,4202700,4801000,37010900,10636200,15876900,24648200,,46315900,20720800,71458000,13765178,13033600,1850600,19616300,5527200,17918600,4437100,,10871600,41148000,102812100,,29045600,15818100,10806600,4431100,45172400,5705500,42021000,11045000,12390500,9159100,15161400,3413400,7292900,3030900,814700,75762700,15355500,12955700,12416100,6482600,1888500,10695190,6209200.0,1842000,110300,11411800,77019200,4057800,61997500,6927700,,4047500,21042596,27944200,67674400,247985000,15000200,2213420,35607200,4761400.0
2022-08-17,6693100,144000,1703000,13239000,21930400,7809400,171828800.0,8712700,22300800,11552700,63083600,39262400,9791300,11138500,2859600,8867600,52516600,5986600,1829500,36502600,5258900,14729300,34394900,,12551700,11679200,48420000,17943525,9946800,1574000,4016300,4776500,12513900,5621700,,8865000,32389600,71457300,,22637100,33554700,11447700,6560800,34460600,6192200,31733100,19289900,11736600,8975600,12838100,14068100,9575000,3998700,658700,89352700,7231000,6765800,54712800,16758700,2943400,13950332,14631000.0,1313700,64700,4051600,213436200,6717300,43636800,2617100,,3594800,32192015,15443400,93546100,320574400,53231000,1212310,22274400,4680100.0
2022-08-18,3976300,28700,5796900,4827000,19298100,11849300,234936000.0,5481500,25165900,9262800,127059500,23073200,11615500,38672900,731700,16398800,45148500,7068600,2452100,81468500,3102800,7579400,16829700,,7743400,5602000,23024000,14608737,3890900,917400,17892400,5631500,7190866,3099300,,3631000,33081300,38707300,,21039000,15416200,6469900,3036600,23466300,1967000,30735900,10788000,5034400,4175500,19287900,5338700,4529200,2399100,1033500,45521500,8177400,9518800,26724700,20869100,2385400,5453833,7812700.0,1157900,106000,5043800,36706600,9017100,39245600,1990000,,3856000,18354000,18085100,30960000,131684200,22265500,1560570,129703600,4382800.0
2022-08-19,7738700,185000,4012700,6939700,18628900,3647700,157229900.0,4659300,52047700,7507300,28570500,25326300,28937500,18730500,2053000,10402800,22457100,4363200,2488300,61039400,3620700,12264800,19779900,,14958300,7199700,20078000,7455764,8030700,1333400,7230800,2734400,12843483,13827900,,4212600,21841000,49970800,,20822600,16906800,9686500,2773900,43993500,4145800,32617800,16998300,12384700,5744900,20859700,4421900,15439100,2323800,1383100,38474800,26396100,18614500,39774600,10765800,2121100,6315232,16448300.0,1031300,165400,5523100,82541500,3455300,26203800,1090600,,4160600,17190800,13512900,68129400,107436300,30044400,2135760,294045900,5522900.0
2022-08-22,7223100,361900,3285100,6425400,11825700,7744500,109452200.0,6691700,23033200,6590100,25652900,17475000,24131700,6038300,792200,21247300,17269900,6215900,2736800,46273800,918000,15159400,13575200,,15404400,10741000,21089000,8358672,6248600,948800,5752800,1651300,7077816,11430000,,6253200,38147300,46360600,,15308900,14559400,11379700,2927800,35766200,5064500,26190800,18063600,15034100,3855300,5740500,5323900,8011900,3069200,1436200,52110800,15487800,8435100,37788800,6625200,1198300,16636290,15343700.0,1758000,148700,13335100,136792900,9991900,37937500,2104100,,3353700,13783200,17213400,105231700,141611900,10950200,1634930,170597500,4363300.0
2022-08-23,8814600,394000,1423800,16622600,19197900,13632300,382796200.0,11059300,37886700,7282800,49645000,23831400,6865600,18446400,2766100,12497600,18871400,7771300,3934400,81773300,7111500,15752500,18784100,,15060400,13266100,33187000,13869095,13685600,1842600,5743000,8127000,12349400,6638200,,4536000,38165700,52526400,,17422300,19938800,10674200,5475700,37426700,3893600,62471500,17941500,16856200,3897600,16047600,5533500,12458500,5993400,2199300,47634400,22097200,10908200,31313900,9255300,1013500,10054253,15499300.0,3106200,253200,8570000,68444400,9416500,43132500,2280900,,4182500,20138300,21654400,128632600,111244300,12275200,1208790,189303800,4855000.0
2022-08-24,6082200,304800,1151700,9793300,20874700,6103700,320496600.0,7638400,22111900,9235300,30978000,19574100,6116100,10414300,1272200,6999600,37237600,6845400,2024200,75739600,8318200,16744400,17234000,,22768400,12089400,27816000,26808053,6063200,1900100,6288800,9040900,14553583,7032800,,4381300,43041500,92875500,,44581900,21238500,7415100,10332100,50278700,3297700,28226200,12122900,12519200,3512900,18045300,2105700,12085500,2159300,671600,96869700,36186600,11458000,27576300,4928400,707100,6731956,21827100.0,2997400,80800,6449900,59553700,4033900,45341300,1094900,,4434400,22815400,12280000,146459500,698435700,13623200,1336280,180978400,5773200.0
2022-08-25,5430200,407200,2673600,9170300,33070200,2584400,210683500.0,12030600,17157100,6241600,28398600,10056800,3718000,12635400,733900,7317600,18459600,6011900,1564800,67233200,3814700,26059000,15105800,,13079900,4006900,12868000,45443975,2730900,1001700,12042100,7740500,11512433,4090700,,3752700,19498700,41318200,,26931900,18704900,7718400,5769600,72909200,5574900,32523600,8198100,10815400,4681000,38954300,4675400,1250600,1810700,427800,42514900,15892900,13905900,19732400,13071100,3658700,6649192,59924700.0,2372800,37000,4013500,106113300,2604300,22126400,974500,,1354100,14626700,18047000,219186000,599142600,9456600,3650207,172653700,4883900.0
2022-08-26,3801400,159800,4177400,10450700,26334800,12271200,105420900.0,13296900,14721800,11383000,39360500,20496900,8326300,8011800,1302000,9956100,28954200,20356200,4669500,24526700,5661500,17874900,13856000,,12639100,11612900,30237000,20406941,8665700,1362400,3253200,7078200,8986716,8270600,,8739900,14816000,32638800,,14465300,26521800,11258200,5989500,41255800,3934800,23934800,13849900,7655500,2089700,17659600,1417900,3256800,2422900,561700,35083300,8286100,12214700,8967800,10039300,6981200,5768433,49101300.0,1291900,47000,5567100,104730400,4593000,28023000,1236500,,2738700,12038100,12399100,97309300,360099700,15086800,5540000,111074700,4831300.0
2022-08-29,6652900,306100,4907900,12074900,27342000,3021700,275032000.0,4782500,29854600,10083300,22189800,24085200,7438700,8851600,1067100,33092700,25264300,8446400,2345400,35802900,2371400,18698800,21965200,,24361800,11790900,37016000,26387845,6616500,1205800,14300400,3963700,6945166,5848000,,11428800,24444800,55858400,,27639200,20463100,11308100,4342100,29392000,6376100,22825500,43141900,15250800,3709700,14160800,7184000,8662200,2022200,376500,64898600,17571200,12766100,22611300,7723400,1801400,9874084,18332800.0,1563300,62900,3943400,89703800,4873900,15270200,1425600,,2949900,12995200,19038400,106077400,235889900,21703600,987900,80711900,4873200.0
2022-08-30,5947900,183400,1636300,14828300,16616800,6531300,231963500.0,2075300,16333800,10812500,35051600,19251100,10106700,14303500,2672300,6667400,17798300,7708300,5842800,62950500,6081000,18995400,20432600,,18955900,15793000,17020000,11571039,4463300,1849900,17355700,22161400,8520750,6884100,,4608900,24967000,59170800,,24740900,23149500,9285700,6850800,24516300,3349600,36783200,26052100,14225000,3166900,12384600,3998100,12340600,1840000,535900,49033400,17902100,11346400,54068300,7407600,2804200,10269633,19220200.0,1418600,36400,4015000,66210800,7303300,38635500,1137100,,2514700,13495500,11893200,124607500,124928000,20849700,1233700,87127200,4599700.0
2022-08-31,9149400,179200,7495000,11998900,30906800,10874100,335225800.0,6594700,27430500,10293800,112721400,48297400,23532500,19069400,2030500,14127600,37786600,5791400,3385800,26414100,4070300,13122900,21340400,,16181600,12854300,43457000,41772764,19974600,1416500,16772300,9946400,8809033,19870300,,6930900,31904200,47126600,,44607100,82612000,9988100,4354200,52241200,8294400,54604000,17225200,14125900,7958500,28963500,4641900,11598700,3017300,381500,76636200,19755500,15603200,24352200,11427900,6862000,6996220,19002400.0,3568300,108200,7297400,43902100,2239200,37771100,2093400,,3267500,22751000,5666500,59397900,236589000,25821000,528600,100809700,5733600.0
2022-09-01,5709600,265900,2968100,20495000,13542200,12000000,332088200.0,5679300,32038600,7647000,126185400,34605500,11751900,6249800,1361100,8736300,11822700,7067400,3723000,93783500,3311300,16980900,32016500,,14333600,12101000,17994000,20331767,9909000,1555000,30594500,4799100,9667933,6536500,,10861800,18488500,68289500,,37558900,17355300,19664600,4859000,31800200,4303500,84157300,30447800,8710100,12595200,22988100,3152300,7174200,3293400,521800,68865000,11359100,17099200,14401200,15279100,3401600,5779081,16465200.0,2491400,89200,7954700,46998400,3409700,35262900,25180400,,2881500,23026200,10701900,64732300,226570000,10567500,3325100,62136100,5228000.0
2022-09-02,3907900,205200,14509700,10790500,10779000,7817900,130172200.0,7715000,24946600,4438300,48392200,30741700,6555200,4185900,844100,23137900,70412700,4179600,4822900,52219200,2311700,12327700,27878100,,5229900,13712700,18322000,7429930,10411600,956700,14515900,4783100,5511100,4906200,,7531700,14482300,48686300,,55497500,11854400,21208100,4587400,28416900,3382800,37144800,15895100,15150800,5470100,12335000,1719200,1878700,2170800,264300,35303200,18508200,18355500,6938700,11185100,11628500,6054840,8194700.0,1814900,71400,7557200,52747500,2094800,19316300,8915300,,2544800,17722200,13638800,31183100,434052400,10293900,553100,193838800,4876600.0
2022-09-05,9130100,81700,9912400,8205400,17588500,4586900,158452500.0,4379200,13120200,4058000,31719400,15697300,11487200,4197400,746500,16224100,28921500,5810900,5665500,59176200,1785600,13316200,29542800,,6088200,10606000,39522000,12537717,7313500,811100,15946900,4941600,8738566,5557200,,5831400,17326100,42949400,,14644800,10361400,12924000,3356300,36175900,1847500,12814100,43704700,7354800,4324000,2689500,12305100,6668000,2981400,105000,37083900,6318200,7568300,5936100,7644300,2865700,3468102,14240000.0,2012900,30700,4765100,15792100,1018600,16137000,5779200,,2063200,12382000,16610700,127253800,129851300,12050100,659200,150360500,4289900.0
2022-09-06,9511900,432300,4878400,13766800,13694100,34374700,239144400.0,6879600,15638800,4312400,23969400,39840100,12023700,3074200,2625800,3370600,82853300,7596800,2467300,40989100,21301000,15568800,30946100,,15285100,11937700,15914000,12303699,28220000,1113000,9268300,8959500,4174333,4965700,,4544800,23607000,34511000,,23654200,11672200,8316700,3717000,52326100,2188000,20466200,20915600,8278900,5211000,21499000,5543300,6388400,2351300,163800,20756500,11201600,6665900,9783700,11491800,2327600,4855851,18956300.0,1727700,52300,5925500,50231200,11538000,20294400,5640200,,1501900,14864000,67634700,39917700,125277100,15738000,234100,110043100,4996200.0
2022-09-07,7093600,633700,9254300,11157800,21476600,31858300,110502000.0,10714900,10670200,7542400,38802900,68430200,5333100,5205700,12057700,8229000,184513600,4674400,2431700,17115500,10908400,23066700,14713600,,24849300,9518400,63307000,8033537,12329400,1666000,6820900,1545000,7999133,4303800,,6462800,14375900,50113400,,19998100,18978300,15108500,4673700,45201900,3251500,10828300,22032100,10948000,16908500,19773600,3740700,7461600,4048900,188900,36279400,13306500,15306300,9477000,6175200,2135600,4819309,14585500.0,2096400,39500,8255700,47544900,2553400,19653900,16636600,,2446500,11339100,21936400,139063700,177634300,19621600,765100,71377600,5313700.0
2022-09-08,5722100,557900,4971200,16092600,10802300,25469400,126524200.0,7865600,14277400,6282000,47373400,123936500,20286500,8824300,4517100,5527200,48406200,5388500,3419600,26338500,23055300,35384200,27782200,,17042600,27370600,64082000,10129576,25958200,1542400,15300700,6377800,9554300,17812900,,9031000,16469800,44143300,,18051800,8312600,16456800,3951500,31810200,5278700,22703200,26723900,20414700,12266000,13984500,4128900,5090300,2491600,316700,67305800,17230500,9081700,2691700,12608300,2101800,13548612,14662300.0,1616200,111500,10144700,79239700,12765600,60959300,4405800,,2000400,22915400,13856200,123134500,108300300,11350100,668400,116898800,5230100.0
2022-09-09,4915400,93200,5519000,9293600,14429800,13549400,87841700.0,6192800,8967700,4552600,30732900,101319800,9258000,4576300,3359800,6020600,26500300,6660800,5274000,32951600,14931300,14367600,21342000,,6801500,20141600,99656000,8839625,9246900,1068500,10728300,3201000,4173633,4798300,,6203200,19254600,56064500,,19063300,8646300,13375200,1643600,21730200,2874200,27655600,19365700,8715500,11088500,22755700,7115500,3695200,1463100,302600,36255000,15297700,7030900,6458400,7144600,2230500,6666737,17436900.0,1790400,86400,5297300,349605500,7666500,19776400,4384900,,1542900,23493400,18181300,67680000,77777500,18228000,1034100,97849300,5128200.0
2022-09-12,3615200,351600,15855400,10941300,27594100,35996600,80775800.0,2258400,8726200,1611400,32193200,31197900,6995500,2398800,3477600,4568500,15194200,4831900,3537200,39330800,7060600,15765700,14917400,,6606200,8518300,41588000,49900560,11661100,1168700,13374000,2081200,40938216,5691200,,9009200,67367000,31552500,,10881500,8259800,22609800,3860600,35617300,7900500,29577200,25829100,27326000,7985600,18498400,15171800,4844200,815700,377000,56435400,11208200,12620700,15093500,7126800,6495000,24987347,12716700.0,917900,79800,5314500,113542300,11499400,18732200,3709900,,3193200,7477700,26357200,74637800,190414200,9930400,1461900,40149800,5641000.0
2022-09-13,11936400,369700,8096600,6132900,17204100,27214300,144928700.0,3703300,4861500,2402100,18670200,40334200,6082100,6347200,2850800,6336500,70058900,4693600,1868000,19963000,8245400,13052100,14117900,,26751700,7233000,37002000,38724477,26152100,1142700,9097200,12887600,12334116,7750100,,8107900,30320100,29859500,,11921000,5614000,15841600,2535900,19512900,3152300,25821800,24271000,13986300,4560700,21545200,11856200,2832200,1043500,144500,44958500,9579700,6605400,12595100,6906700,3132300,7362729,14333700.0,3693100,42800,4692400,182374700,15682400,24069200,3972000,,1704900,9497600,11375200,274793800,168102400,13510700,589800,63926400,6206500.0
2022-09-14,8701700,398500,4630900,8969900,12823100,18115800,93790500.0,4016200,6503900,3195200,32960700,63625600,6783200,4872900,5317100,12920000,42536500,5786400,1871200,6825200,14316500,13203600,23532700,,18363000,13460200,80630000,19036463,15398000,1769900,4896200,8298600,8165966,7370600,,7924700,34161800,34459700,,12421300,12294900,11470400,2799400,33956200,2181700,20120900,39173100,9566400,5155800,19588400,5061900,2966900,1351300,889300,41145900,11036700,7533300,8973600,7870900,2014100,7411613,14946000.0,9541000,67700,7409400,104365400,6754900,19478500,4683700,,2911500,13288800,19039100,306635600,184667500,23231700,714300,58777800,5617800.0
2022-09-15,6661700,489300,23612400,6149700,22780300,7259200,123844000.0,4130300,12566700,2853400,27405200,39117500,14472900,3989300,668700,8283500,17187400,4277900,6648700,5475400,10777500,9851200,16170000,,8618300,11370800,63489000,15515834,14839900,1543600,3587900,9071500,11554433,7803600,,7379900,36706700,56835300,,21240300,8773200,14529300,3027000,28615500,5750300,43906400,100613500,8675700,8078700,12308400,11597800,25888900,4023800,221600,42997100,15174800,8071700,11563700,7398200,3784300,5479243,23507600.0,6503900,82100,10265200,65630900,7156200,14057000,3748200,,2902300,13715200,17052900,128079300,101125800,32297700,545100,62725200,5684500.0
2022-09-16,5724300,105500,5066100,13456500,24388100,14376700,161063800.0,7059600,31536700,4109800,83997200,267783500,17689400,14960400,4113500,18571800,61657400,10396800,8482900,16957100,28177000,6614500,37791300,,22313000,22032700,42954000,15311839,12752300,2416000,12463900,4408100,12204616,8989200,,3673400,31931800,117524200,,25005700,13324300,7753200,4900600,67952400,9314300,46397000,102933700,15478800,5258300,19274900,13510700,27098100,1234200,682100,96082500,22759500,16775700,31053900,12896700,1650100,11074888,23669400.0,10258800,245400,7906400,81501400,12401000,43289400,13458900,,3605900,21498400,14974200,139708900,299049400,31457000,1896000,81155800,6688700.0
2022-09-19,5472000,117500,3148900,4411300,15995000,5906400,191961400.0,4560900,7490500,4748500,49737900,143237700,8814900,2875500,5154300,8856100,25658500,12883600,2911900,14075800,5819600,8840800,39032500,,10825600,6919800,39297000,5703596,6950100,997500,14370400,3437900,9483483,5363300,,3997500,22484400,40333300,,12299100,10168800,18050700,2635400,21554200,2233900,28124600,26933900,6045500,12576400,13048400,3388100,8637100,1450900,349500,31788500,12616100,5395800,15900900,4418600,1009200,4214067,8460300.0,4943000,200500,5212500,34444800,3548200,15623400,8395400,,4603300,9142400,19372300,75757400,60747000,6783500,479600,111674400,4697900.0
2022-09-20,5579700,188900,2593100,3197200,22486000,7018300,66429400.0,5646600,24344900,2049500,38106300,86196300,7290200,5344600,3620600,10311700,24347400,5717000,5825700,20569400,3600200,14447200,57321800,,13064000,22332400,44288000,5830787,18330900,1152600,51725900,4789000,3732050,14491500,,3172500,23202500,16797900,,10746100,9069200,6240800,5419900,49944700,4481600,35205100,46190000,14385000,7603600,16067900,3593000,11375500,1532300,158300,53669000,9760700,6768200,9241300,6605800,1304800,6423285,13649200.0,2751000,121900,8804500,49950900,9460800,25663500,851000,,3020000,13984000,16000800,66769800,206467500,65730100,713200,102976400,5097900.0
2022-09-21,16742200,130100,1980000,2960100,12900500,20391600,128191200.0,7644700,6798600,5209900,19364600,76120400,21116000,2137400,2551400,5912700,31989100,6552600,5247400,23518400,1142800,11997600,32270500,,18984500,14781800,22108000,11193189,25940800,899300,18216900,9307400,3855483,5968000,,2311200,15173100,31947100,,11244600,6501900,12411500,3468700,23977700,3322600,26982400,27739500,25375200,4618200,18244400,5969800,5035100,859800,403600,46103900,26710200,12589300,3900800,4913000,1273800,5330534,5283200.0,9186000,92500,5597600,34094200,4768000,46806200,4055300,,2523000,22176300,13597400,560530600,235725300,22253000,417200,44944500,5406700.0
2022-09-22,4763400,149800,3186800,5058100,20208900,8325400,111870500.0,9523600,14842200,3131800,33124400,41893700,13267600,2064500,1676000,11277400,26088400,5746900,4446700,34325800,5998500,10058100,63273800,,14793900,20891900,35102000,9199205,13363000,1594100,12333100,2998800,8681283,5874000,,2533300,21646200,36986600,,31513200,17417800,12015400,3080800,19719800,2639700,34678200,28069900,13758200,2878500,13204200,4045000,4943600,685600,169900,60802000,22004300,15724500,14287900,3626500,3245700,10664456,10082100.0,5828900,42500,5331800,61685300,5362200,17185000,6011400,,4212800,18013100,8593200,136851400,152543400,25638300,688900,66545900,4711900.0
2022-09-23,3053400,225000,2307500,2842000,61251900,7704600,118255000.0,21756000,7231200,4364100,28967800,44166300,6466800,1816100,3145800,21109600,21930000,3661200,20194000,38213100,2529800,21713300,29646300,,18752700,12230200,37330000,9821663,6104000,555400,106514000,10835500,7483350,3364100,,4400900,17406300,17451800,,12084100,11784500,6276100,3306900,23123900,4715200,36361300,19541300,28255600,5086400,27751500,6301100,5135100,3246600,313500,38769800,10627200,15301300,34557200,2480400,1569600,19303856,10564900.0,2681800,34200,5207600,40469100,4231600,13029400,1006700,,3736900,8963800,13108400,70322400,163911100,10831400,444500,59609300,4676200.0
2022-09-26,19157800,289200,2369500,5222300,31686900,26431300,220298000.0,14089900,21373100,4385400,31342700,54019300,16547500,2288700,4015100,7777800,46902600,5530100,4563300,29358000,2467500,11201800,35708900,,23942700,13348100,23003000,24150068,6702700,1237900,25900800,9464200,12893183,4638800,,4022800,27623300,52954900,,30830800,12446600,8915500,4100100,26771900,4323700,44200900,30592700,13512600,7892500,13264200,11427000,8116100,1520800,1376200,55859200,27957000,11652400,18639000,4742600,2604500,16624190,9833300.0,3059600,88200,4869400,105990800,5670200,38345900,3026500,,2768700,12707600,25531500,151817900,536802300,27954200,1296700,56313100,5794600.0
2022-09-27,8648100,62000,2383700,5081000,21283600,11756100,66596400.0,14113300,8278500,4346100,54598900,76469000,11345500,2495900,5368300,24137700,33791800,7007000,4595500,29963400,3061900,14852100,25178000,,12426900,21885000,26221000,10891328,7862900,1289000,19940100,4660200,8671716,5670300,,4599100,30892500,56793300,,8194300,28587000,21162400,4846400,41996500,3351000,83225000,16673800,19498300,5172200,8500800,7499400,11432500,1919500,397300,55111300,16407500,9557200,3666600,5847700,4992400,16701025,17521500.0,3188400,65800,4673800,109919800,3421200,27185900,2183200,,3366200,26745700,14274300,152548400,480927600,35318500,1608300,31214600,8565000.0
2022-09-28,8785400,219700,2414000,7753700,25140300,20986600,144579600.0,8881800,22167600,4592600,52897600,64852600,9905600,2710200,4077900,14686400,45438400,12795800,4943900,39543600,2589200,31927100,42360100,,14568800,16400100,17912000,10443540,14791200,1374000,23846200,9520500,15219633,8689400,,7242000,28300100,57734900,,24114100,12503600,22857300,4729100,37187700,6527400,56572800,18069500,26566300,5565200,20484400,4531900,14237500,1066100,974600,49151800,16887400,16217500,12305000,8301900,1566800,22742918,19183600.0,3459900,120100,7350900,67213300,8320600,25964200,3718300,,3638200,16213200,19538400,149063500,149504800,114218700,1009900,96739000,4992600.0
2022-09-29,6699100,289100,2431700,5893100,37129400,11834500,113702200.0,14579900,13081000,3160700,42050400,26702000,15941900,4160200,3307600,15858800,40322000,13720700,7835800,29418200,6627800,22926500,43930800,,14184600,19329200,71308000,24856894,14899400,2171400,13301200,4125300,12357216,12651100,,5029500,35244500,52418200,,20567700,14830300,18227600,2818100,15970500,4885800,50005500,60800600,19606500,3409000,16484500,6998600,19534500,1750800,736400,96070900,17598600,9642100,20183800,5654400,2018100,17850767,15964500.0,2449300,53300,11035400,67373200,5973500,33294300,1883400,,3000100,20325400,24471700,99845700,238301100,47112900,1185800,72110200,5451700.0
2022-09-30,5223800,163200,1295100,5971900,34664900,15774800,98870900.0,13038600,9577700,3236200,35133300,56796800,11130900,2477200,5038700,10379500,27249400,9437500,4678900,20406200,3730800,24242000,21812000,,15203100,7709000,40540000,9247150,8772000,1128300,11450700,12868500,7316983,8420400,,6697000,25158700,32671900,,15532400,12203700,20267500,5650600,39943800,2887500,38332700,22171400,13836900,2890000,8175600,6156700,8302900,3615100,561500,75492000,8959500,10775200,24458300,4007400,511500,15386118,12601100.0,2571300,52500,5203600,38517300,7745300,15384800,1639800,,6335900,14999900,7745900,135459500,168026700,40518000,271600,79889100,5168400.0
2022-10-03,8462700,342600,3206400,5821100,43994900,23286100,74558500.0,20546700,29446400,4334200,60632900,75664400,13650500,4463100,12580200,5600500,98202700,12739200,9155700,33195400,4944200,28337400,72118400,,39010400,17411000,26460000,22510312,14100500,1551000,10700500,7693900,18023016,13447300,,5944800,58868800,59179900,,23532100,18278900,14661700,10334700,44592500,4368200,44918400,37765700,15460900,8459200,38329600,14266800,15857800,3448000,552900,55553600,26294300,18095500,17615200,10309500,2083900,14196809,19003300.0,5609200,73100,7283100,41242600,10988800,10604200,2154800,,4251600,27614700,8561600,126902900,205824600,39048800,1342700,141976700,5746000.0
2022-10-04,7969800,323400,2581200,4797400,31385300,6662600,95114400.0,6674800,22606000,4657800,51295900,48330200,13996700,4758300,3031000,5322400,37712100,6134000,5210100,28437900,923300,25507900,47381200,,22740900,15796000,64727000,8361232,10402900,2101500,22269600,5059800,12918733,10496200,,5310000,41610600,34606400,,12247500,8037100,20505700,4954000,28443900,3830000,19563100,26281900,15805100,5388500,13653000,4289300,15472900,2937000,477700,51217300,12146500,5576300,16462100,9022700,887900,11505164,12730600.0,3251600,55200,14261600,51440700,5957100,35822900,569600,,6227400,12795000,9498100,50461500,171335900,17846700,824600,35759700,4765000.0
2022-10-05,9975600,784900,3241200,3548600,16578700,7217400,76916400.0,7397800,8820000,5080100,34796600,58120500,18855500,2407900,4334600,5279600,33491800,9646200,2927300,41691800,3686200,18502500,30079700,,17971500,17181900,26971000,7046611,6402200,2133300,17209800,4827700,11647183,8229700,,10236000,33848300,21509900,,10527300,16290700,14542800,2786400,50257100,3144500,17468600,33065100,10951300,4008800,10092900,7167100,13914200,2214400,229700,69696700,13948300,7112300,23114200,3301800,781300,9705652,9426100.0,2096000,37500,8701300,61940300,1081500,50577500,1550100,,3067000,15679200,5426300,38328600,136878700,15835900,1223600,36700200,4387200.0
2022-10-06,20090500,828600,2000600,4461700,17490300,19312200,67394500.0,8968200,12861000,5763000,34694300,36659800,20833400,4991700,1618600,4600400,31691900,19212500,1473900,38411800,5466400,12441800,25977000,,11424600,9838600,56084000,11198077,7652400,2218800,8421100,6147200,14063933,8028100,,4752000,29447900,41787600,,11919200,16147500,9590400,2865000,22241900,5203200,50841300,17239600,16793700,2751500,16128900,9357900,14041500,756800,319100,71940600,12524100,8487000,13743400,4139700,1428700,22211002,11316900.0,4736800,46300,25763700,137490900,4947400,24639600,4477200,,6048000,14722300,9715400,128677200,384078400,12806500,896500,32672400,4081600.0
